761	67333
762	47855
763	59760
764	9848
765	72378
766	40463
767	79011
768	43820
769	98151
770	13378
771	942
772	43837
773	26721
774	32300
775	96113
776	34760
777	19957
778	74391
779	36153
780	30049
781	95015
782	59045
783	14919
784	40151
785	50102
786	41296
787	19822
788	95732
789	44502
790	28246
791	54962
792	46058
793	3511
794	93929
795	50806
796	62174
797	82138
798	9670
799	39097
800	4504
801	47422
802	18676
803	78519
804	24301
805	76490
806	40263
807	32055
808	68264
809	58644
810	24890
811	45251
812	76736
813	69416
814	31365
815	52495
816	50964
817	67759
818	85653
819	85093
820	57317
821	66715
822	61421
823	58061
824	7451
825	63369
826	78742
827	91848
828	99197
829	4788
830	2502
831	88235
832	93129
833	70572
834	77449
835	87876
836	17254
837	41872
838	69330
839	62294
840	33720
841	73472
842	38821
843	25765
844	81080
845	42631
846	94411
847	88081
848	66114
849	63343
850	98139
851	48383
852	46045
853	98829
854	98394
855	63576
856	981
857	9001
858	45597
859	5948
860	67371
861	66088
862	6544
863	52734
864	62853
865	90262
866	76825
867	54401
868	82381
869	70779
870	71858
871	73424
872	59499
873	67015
874	52846
875	61663
876	68510
877	26611
878	96850
879	9219
880	19291
881	75056
882	85744
883	18556
884	36386
885	6535
886	86276
887	77322
888	11152
889	21227
890	75252
891	94460
892	32784
893	16715
894	66438
895	37880
896	7699
897	14101
898	83138
899	94286
900	45879
901	18285
902	70343
903	64916
904	45961
905	63068
906	35141
907	10708
908	43567
909	20729
910	563
911	66364
912	41970
913	42891
914	12624
915	22279
916	17314
917	45762
918	27011
919	34841
920	76979
921	46001
922	7395
923	34508
924	87657
925	66552
926	61787
927	93432
928	54545
929	80740
930	8777
931	7585
932	74253
933	74109
934	75515
935	91455
936	95020
937	83029
938	66672
939	92371
940	56664
941	67948
942	84025
943	24544
944	16855
945	6009
946	14982
947	80553
948	86289
949	68164
950	8360
951	11020
952	55380
953	95357
954	19462
955	8488
956	8354
957	43900
958	85789
959	94245
960	69881
961	82467
962	38284
963	65275
964	237
965	18910
966	98568
967	21835
968	47940
969	69685
970	69652
971	89550
972	9267
973	47468
974	111
975	19590
976	86328
977	97774
978	25582
979	89296
980	7937
981	37875
982	45436
983	58232
984	66973
985	83029
986	19799
987	39071
988	74588
989	66298
990	69090
991	2647
992	29091
993	58112
994	66613
995	57464
996	72113
997	23782
998	51952
999	29231
